Datetime,Unnamed: 0,Tweet Id,Text,Username,User Location,Reply Count,Retweet Count,Like Count,Quote Count,compound,neg,neu,pos,Year,Month,Day,Weekday Name,date,yearMonth,cleanTweet,temp_list,Sentiment Label
2021-06-28 19:21:56+00:00,50,1409592923256152074,"Alumni Travis Crabtree and @_salamrida founded the urban design studio Carbon Office in Jackson, #Mississippi. They focused on long-term #planning initiatives and creative #placemaking that address systemic issues like food insecurity and urban mobility.

https://t.co/pftxJsb58w https://t.co/6xpRDGFOus",TaubmanCollege,"Ann Arbor, MI",0,2,5,2,0.6369,0.065,0.748,0.187,2021,6,28,Monday,2021-06-28,2021-06,alumni travis crabtree and salamrida founded the urban design studio carbon office in jackson mississippi they focused on long term planning initiatives and creative placemaking that address systemic issues like food insecurity and urban mobility ,"['alumni', 'travis', 'crabtree', 'salamrida', 'founded', 'urban', 'design', 'studio', 'carbon', 'office', 'jackson', 'mississippi', 'focused', 'long', 'term', 'planning', 'initiatives', 'creative', 'placemaking', 'address', 'systemic', 'issues', 'like', 'food', 'insecurity', 'urban', 'mobility']",positive
2021-05-03 16:15:48+00:00,51,1389252359012954116,"""Mothers participating in Magnolia Mother’s Trust (MMT), a program that provides Black mothers living in federally subsidized housing in Jackson, Mississippi $1,000 per month for one year, saw a decrease in food insecurity and an increase in the ability to cover basic needs."" https://t.co/HsGKF5KRnM",SpringboardToOp,"Jackson, MS",0,4,5,1,0.6249,0.055,0.789,0.156,2021,5,3,Monday,2021-05-03,2021-05, mothers participating in magnolia mother s trust mmt a program that provides black mothers living in federally subsidized housing in jackson mississippi   per month for one year saw a decrease in food insecurity and an increase in the ability to cover basic needs ,"['mothers', 'participating', 'magnolia', 'mother', 'trust', 'mmt', 'program', 'provides', 'black', 'mothers', 'living', 'federally', 'subsidized', 'housing', 'jackson', 'mississippi', 'per', 'month', 'one', 'year', 'saw', 'decrease', 'food', 'insecurity', 'increase', 'ability', 'cover', 'basic', 'needs']",positive
2020-10-26 06:38:15+00:00,52,1320615709756436481,"As a part of Dole's promise to make healthy food accessible to all, Dole developed a program to combat food insecurity in Jackson, Mississippi and is now looking to expand into other communities.

Learn how to nominate your city here:
https://t.co/c7mwSX6uJA",pier_sigismondi,,0,0,2,0,0.2732,0.107,0.742,0.151,2020,10,26,Monday,2020-10-26,2020-10,as a part of dole s promise to make healthy food accessible to all dole developed a program to combat food insecurity in jackson mississippi and is now looking to expand into other communities learn how to nominate your city here ,"['part', 'dole', 'promise', 'make', 'healthy', 'food', 'accessible', 'dole', 'developed', 'program', 'combat', 'food', 'insecurity', 'jackson', 'mississippi', 'looking', 'expand', 'communities', 'learn', 'nominate', 'city']",positive
2020-09-14 17:47:33+00:00,53,1305563852105449480,"A @nytimes article around food insecurity fts. our Clover Mini at Dude with the Food in Jackson, Mississippi as they provide snacks and meals, piece together assistance, community support &amp; help neighbors make it from one month to the next. Read more: https://t.co/68HXSEbVpl",clovercommerce, (855) 811-8970,0,3,6,0,0.3818,0.058,0.83,0.112,2020,9,14,Monday,2020-09-14,2020-09,a nytimes article around food insecurity fts our clover mini at dude with the food in jackson mississippi as they provide snacks and meals piece together assistance community support amp help neighbors make it from one month to the next read more ,"['nytimes', 'article', 'around', 'food', 'insecurity', 'fts', 'clover', 'mini', 'dude', 'food', 'jackson', 'mississippi', 'provide', 'snacks', 'meals', 'piece', 'together', 'assistance', 'community', 'support', 'help', 'neighbors', 'make', 'one', 'month', 'next', 'read']",positive
2020-09-06 22:54:33+00:00,54,1302742008893591554,"Help Jackson Mississippi residents fight hunger. 25% of the children live in food insecurity. It takes 1 minute to give to Stewpot Community Services Everyday Giving Page. Join me, give up your weekly coffee $$$ and help them reach their goal! https://t.co/C10QgHKBM1",LauerAmy,"California, USA",0,1,1,0,0.4574,0.14,0.644,0.216,2020,9,6,Sunday,2020-09-06,2020-09,help jackson mississippi residents fight hunger  of the children live in food insecurity it takes  minute to give to stewpot community services everyday giving page join me give up your weekly coffee and help them reach their goal ,"['help', 'jackson', 'mississippi', 'residents', 'fight', 'hunger', 'children', 'live', 'food', 'insecurity', 'takes', 'minute', 'give', 'stewpot', 'community', 'services', 'everyday', 'giving', 'page', 'join', 'give', 'weekly', 'coffee', 'help', 'reach', 'goal']",positive
2020-07-22 15:25:26+00:00,55,1285959145628327940,"This @PBS special takes a look at the extensive impact that industrial food systems currently have on Americans as told by advocates in Jackson, Mississippi who are using localized efforts to address food insecurity in under-served communities.

https://t.co/QWVsve3s9I",BmoreHealthyFS,"Baltimore, MD",0,2,2,0,-0.0258,0.067,0.867,0.065,2020,7,22,Wednesday,2020-07-22,2020-07,this pbs special takes a look at the extensive impact that industrial food systems currently have on americans as told by advocates in jackson mississippi who are using localized efforts to address food insecurity in under served communities ,"['pbs', 'special', 'takes', 'look', 'extensive', 'impact', 'industrial', 'food', 'systems', 'currently', 'americans', 'told', 'advocates', 'jackson', 'mississippi', 'using', 'localized', 'efforts', 'address', 'food', 'insecurity', 'served', 'communities']",negative
2020-05-10 14:00:01+00:00,57,1259483331756003331,"Jackson, Mississippi's young people facing unemployment and food insecurity due to COVID, organize around collective demands for universal healthcare, food sovereignty, environmental justice &amp; affordable housing.

These Southern youngsters know what's up. https://t.co/kn8HMb2MkW",scalawagmag,"Durham, ATL, Birmingham & NOLA",0,5,10,0,-0.3182,0.146,0.767,0.087,2020,5,10,Sunday,2020-05-10,2020-05,jackson mississippi s young people facing unemployment and food insecurity due to covid organize around collective demands for universal healthcare food sovereignty environmental justice amp affordable housing these southern youngsters know what s up ,"['jackson', 'mississippi', 'young', 'people', 'facing', 'unemployment', 'food', 'insecurity', 'due', 'covid', 'organize', 'around', 'collective', 'demands', 'universal', 'healthcare', 'food', 'sovereignty', 'environmental', 'justice', 'affordable', 'housing', 'southern', 'youngsters', 'know']",negative
2019-03-25 19:00:48+00:00,58,1110255226181877762,"Senior Staff Writer Coleman Numbers reflects on his trip to Jackson, Mississippi as part of a VOLbreaks service trip, and shares his experience there with 'food insecurity'

https://t.co/OHbrehIdYT",UTKDailyBeacon,"Knoxville, Tennessee",0,0,0,0,-0.1531,0.09,0.839,0.071,2019,3,25,Monday,2019-03-25,2019-03,senior staff writer coleman numbers reflects on his trip to jackson mississippi as part of a volbreaks service trip and shares his experience there with food insecurity ,"['senior', 'staff', 'writer', 'coleman', 'numbers', 'reflects', 'trip', 'jackson', 'mississippi', 'part', 'volbreaks', 'service', 'trip', 'shares', 'experience', 'food', 'insecurity']",negative
2018-11-29 17:56:10+00:00,60,1068201971583205376,"Former NY Mayor Michael #Bloomberg in Jackson, #Mississippi, announces $1M grant for Jackson, #Mississippi, for public art focusing on food insecurity. Behind him, Jackson Mayor Chokwe Antar Lumumba &amp; planning director Mukesh Kumar. https://t.co/4QO4fQLcnh",EWagsterPettus,"Jackson, Miss.",3,6,10,3,-0.0772,0.075,0.858,0.067,2018,11,29,Thursday,2018-11-29,2018-11,former ny mayor michael bloomberg in jackson mississippi announces  grant for jackson mississippi for public art focusing on food insecurity behind him jackson mayor chokwe antar lumumba amp planning director mukesh kumar ,"['former', 'ny', 'mayor', 'michael', 'bloomberg', 'jackson', 'mississippi', 'announces', 'grant', 'jackson', 'mississippi', 'public', 'art', 'focusing', 'food', 'insecurity', 'behind', 'jackson', 'mayor', 'chokwe', 'antar', 'lumumba', 'planning', 'director', 'mukesh', 'kumar']",negative
2018-08-08 15:50:45+00:00,61,1027220578447421440,"Sadé Meeks recently graduated from @CalStateLA with a master's in Nutritional Science. She plans to use her knowledge and expertise to improve food insecurity in her hometown of Jackson, Mississippi. https://t.co/oYDysuzE12 https://t.co/oEmBuequmI",XuCalStateLA,"Los Angeles, CA",0,2,11,0,0.0258,0.078,0.84,0.081,2018,8,8,Wednesday,2018-08-08,2018-08,sad meeks recently graduated from calstatela with a master s in nutritional science she plans to use her knowledge and expertise to improve food insecurity in her hometown of jackson mississippi ,"['sad', 'meeks', 'recently', 'graduated', 'calstatela', 'master', 'nutritional', 'science', 'plans', 'use', 'knowledge', 'expertise', 'improve', 'food', 'insecurity', 'hometown', 'jackson', 'mississippi']",positive
2019-01-16 20:05:26+00:00,62,1085629117670875138,"Sickened by absurdity of natural-disaster-style pleas for contributions to food banks &amp; utility bill, health funds because of @realDonaldTrump and his manmade catastrophe. That said, what can we do to help in Jackson, Mississippi area?",jch2407_girl,Never Banned from ShoppingMall,0,0,3,0,-0.7351,0.185,0.751,0.063,2019,1,16,Wednesday,2019-01-16,2019-01,sickened by absurdity of natural disaster style pleas for contributions to food banks amp utility bill health funds because of realdonaldtrump and his manmade catastrophe that said what can we do to help in jackson mississippi area ,"['sickened', 'absurdity', 'natural', 'disaster', 'style', 'pleas', 'contributions', 'food', 'banks', 'utility', 'bill', 'health', 'funds', 'realdonaldtrump', 'manmade', 'catastrophe', 'said', 'help', 'jackson', 'mississippi', 'area']",negative
2021-09-14 16:06:06+00:00,64,1437809894623748099,"We are so excited to announce the schedule for our Fertile Ground weekend October 8-9 to celebrate the culmination of the project! Over the past two years we have been able to present over 20 installations around the city of Jackson. 1/🧵 

#fertilegroundjxn https://t.co/sMb1nVxoKw",_fertileground_,"Jackson, MS",1,1,2,1,0.7969,0.0,0.858,0.142,2021,9,14,Tuesday,2021-09-14,2021-09,we are so excited to announce the schedule for our fertile ground weekend october   to celebrate the culmination of the project over the past two years we have been able to present over  installations around the city of jackson  fertilegroundjxn ,"['excited', 'announce', 'schedule', 'fertile', 'ground', 'weekend', 'october', 'celebrate', 'culmination', 'project', 'past', 'two', 'years', 'able', 'present', 'installations', 'around', 'city', 'jackson', 'fertilegroundjxn']",positive
2020-08-24 17:08:36+00:00,65,1297943904080232454,"”The monster is seemingly in a food deficient environment, however that does not stop him from finding the opportunity to eat. I feel like this design aligns with the values of the Fertile Ground project and that of an upcoming artist.

#fertilegroundjxn 
#thisisfertileground",_fertileground_,"Jackson, MS",1,0,2,0,0.8355,0.0,0.798,0.202,2020,8,24,Monday,2020-08-24,2020-08, the monster is seemingly in a food deficient environment however that does not stop him from finding the opportunity to eat i feel like this design aligns with the values of the fertile ground project and that of an upcoming artist fertilegroundjxn thisisfertileground,"['monster', 'seemingly', 'food', 'deficient', 'environment', 'however', 'stop', 'finding', 'opportunity', 'eat', 'feel', 'like', 'design', 'aligns', 'values', 'fertile', 'ground', 'project', 'upcoming', 'artist', 'fertilegroundjxn', 'thisisfertileground']",positive
2020-08-12 19:01:46+00:00,66,1293623730296496128,"Food is the epicenter of family gatherings— the absence of good food restricts a community’s ability to celebrate, heal, learn, and create.

#jxnms
#goodthingsjxn
#fertilegroundjxn 
#thisisfertileground
#muralsjxn
#foodsecurity
#publicartchallenge",_fertileground_,"Jackson, MS",0,1,3,0,0.8271,0.062,0.643,0.295,2020,8,12,Wednesday,2020-08-12,2020-08,food is the epicenter of family gatherings the absence of good food restricts a community s ability to celebrate heal learn and create jxnms goodthingsjxn fertilegroundjxn thisisfertileground muralsjxn foodsecurity publicartchallenge,"['food', 'epicenter', 'family', 'gatherings', 'absence', 'good', 'food', 'restricts', 'community', 'ability', 'celebrate', 'heal', 'learn', 'create', 'jxnms', 'goodthingsjxn', 'fertilegroundjxn', 'thisisfertileground', 'muralsjxn', 'foodsecurity', 'publicartchallenge']",positive
2020-06-10 20:23:04+00:00,67,1270813757208514561,The Film | #FertileGroundJXN  https://t.co/t1LMCaPp25,jxntransplants,"Jackson, MS",0,1,2,0,0.0,0.0,1.0,0.0,2020,6,10,Wednesday,2020-06-10,2020-06,the film fertilegroundjxn ,"['film', 'fertilegroundjxn']",neutral
2020-04-22 14:08:16+00:00,68,1252962426770898946,"Today marks the 50th anniversary of Earth Day and the anniversary of the signing of the Paris Agreement to take climate action. 

#EarthRise #EarthDay2020 #sustainability #thisisfertileground #fertileground #fertilegroundjxn #jxnms https://t.co/g7nArrjxUt",_fertileground_,"Jackson, MS",1,3,4,0,0.4939,0.0,0.901,0.099,2020,4,22,Wednesday,2020-04-22,2020-04,today marks the  anniversary of earth day and the anniversary of the signing of the paris agreement to take climate action earthrise  sustainability thisisfertileground fertileground fertilegroundjxn jxnms ,"['today', 'marks', 'anniversary', 'earth', 'day', 'anniversary', 'signing', 'paris', 'agreement', 'take', 'climate', 'action', 'earthrise', 'sustainability', 'thisisfertileground', 'fertileground', 'fertilegroundjxn', 'jxnms']",positive
2020-04-02 17:22:58+00:00,69,1245763667548921857,"“What happens in South Jackson is what happens everywhere right, you have white flight, then you have economic flight” - @skippcoon 

#fertileground #thisisfertileground #fertilegroundjxn #foodinsecurity #foodaccess #publicart #publicartchallenge #jacksonmississippi https://t.co/SOdqIH3QUH",_fertileground_,"Jackson, MS",1,12,13,0,0.0,0.0,1.0,0.0,2020,4,2,Thursday,2020-04-02,2020-04, what happens in south jackson is what happens everywhere right you have white flight then you have economic flight skippcoon fertileground thisisfertileground fertilegroundjxn foodinsecurity foodaccess publicart publicartchallenge jacksonmississippi ,"['happens', 'south', 'jackson', 'happens', 'everywhere', 'right', 'white', 'flight', 'economic', 'flight', 'skippcoon', 'fertileground', 'thisisfertileground', 'fertilegroundjxn', 'foodinsecurity', 'foodaccess', 'publicart', 'publicartchallenge', 'jacksonmississippi']",neutral
2020-01-17 15:12:28+00:00,70,1218189350057455618,"@JacksonMedMall Her family has been farming in the #Delta since 1948 &amp; more recently at Jubilee Ranch located in Jackson where they farm grass-fed cattle, soybeans and much more. She has a passion for organic farming, fighting food insecurities, empowering the youth! 

#fertilegroundjxn #jxnms",_fertileground_,"Jackson, MS",0,0,1,0,-0.3802,0.113,0.827,0.06,2020,1,17,Friday,2020-01-17,2020-01, jacksonmedmall her family has been farming in the delta since  amp more recently at jubilee ranch located in jackson where they farm grass fed cattle soybeans and much more she has a passion for organic farming fighting food insecurities empowering the youth fertilegroundjxn jxnms,"['jacksonmedmall', 'family', 'farming', 'delta', 'since', 'recently', 'jubilee', 'ranch', 'located', 'jackson', 'farm', 'grass', 'fed', 'cattle', 'soybeans', 'much', 'passion', 'organic', 'farming', 'fighting', 'food', 'insecurities', 'empowering', 'youth', 'fertilegroundjxn', 'jxnms']",negative
2020-01-10 14:52:27+00:00,71,1215647596913491968,"@BilalQizilbash The R U Hungry program feeds the hungry every Friday at 6 p.m. in downtown Jackson as well as in Brooklyn, New York on Sundays. Bilal pledges 2.5% of net profits from his company to the Draw-a-Smile Foundation. #fertilegroundjxn #thisisfertileground #RUhungry",_fertileground_,"Jackson, MS",0,0,0,0,0.6124,0.0,0.889,0.111,2020,1,10,Friday,2020-01-10,2020-01, bilalqizilbash the r u hungry program feeds the hungry every friday at  p m in downtown jackson as well as in brooklyn new york on sundays bilal pledges   of net profits from his company to the draw a smile foundation fertilegroundjxn thisisfertileground ruhungry,"['bilalqizilbash', 'r', 'u', 'hungry', 'program', 'feeds', 'hungry', 'every', 'friday', 'p', 'downtown', 'jackson', 'well', 'brooklyn', 'new', 'york', 'sundays', 'bilal', 'pledges', 'net', 'profits', 'company', 'draw', 'smile', 'foundation', 'fertilegroundjxn', 'thisisfertileground', 'ruhungry']",positive
2020-01-08 22:27:11+00:00,72,1215037257780015104,"The blueberries have arrived! 150 blueberry plants will be distributed amongst the Fertile Ground project sites at Galloway Elementary, Smith Park, and on Farish Street! They were grown by Finch Blueberry Nursery in NC and shipped bare-rooted 🌱🌱🌱 #fertilegroundjxn #jxnms https://t.co/dJ9LjJCZGy",_fertileground_,"Jackson, MS",0,0,5,0,0.0,0.0,1.0,0.0,2020,1,8,Wednesday,2020-01-08,2020-01,the blueberries have arrived  blueberry plants will be distributed amongst the fertile ground project sites at galloway elementary smith park and on farish street they were grown by finch blueberry nursery in nc and shipped bare rooted fertilegroundjxn jxnms ,"['blueberries', 'arrived', 'blueberry', 'plants', 'distributed', 'amongst', 'fertile', 'ground', 'project', 'sites', 'galloway', 'elementary', 'smith', 'park', 'farish', 'street', 'grown', 'finch', 'blueberry', 'nursery', 'nc', 'shipped', 'bare', 'rooted', 'fertilegroundjxn', 'jxnms']",neutral
2019-12-16 15:01:12+00:00,73,1206590103361118208,"Enrika Williams @ey_williams is a Jackson chef that grew up in West Point, where she helped her grandmother cook for her family, flipped through cookbooks for fun and watched culinary television icons such as Julia Child. #jxnms #FertileGroundjxn #FoodForThought https://t.co/8BG67LfVIP",_fertileground_,"Jackson, MS",1,2,8,1,0.5106,0.0,0.922,0.078,2019,12,16,Monday,2019-12-16,2019-12,enrika williams ey williams is a jackson chef that grew up in west point where she helped her grandmother cook for her family flipped through cookbooks for fun and watched culinary television icons such as julia child jxnms fertilegroundjxn foodforthought ,"['enrika', 'williams', 'ey', 'williams', 'jackson', 'chef', 'grew', 'west', 'point', 'helped', 'grandmother', 'cook', 'family', 'flipped', 'cookbooks', 'fun', 'watched', 'culinary', 'television', 'icons', 'julia', 'child', 'jxnms', 'fertilegroundjxn', 'foodforthought']",positive
2019-11-21 19:55:11+00:00,74,1197604390317838336,"Life Pro Tip: Sometimes a hunger pang is just your body signaling to you to drink more water! Our bodies are made up mostly from water, so it’s no wonder we need it often, and more than you’d think. #waterislife #fertilegroundjxn #jxnms https://t.co/v6d4FqJEW9",_fertileground_,"Jackson, MS",0,0,0,0,-0.5818,0.104,0.896,0.0,2019,11,21,Thursday,2019-11-21,2019-11,life pro tip sometimes a hunger pang is just your body signaling to you to drink more water our bodies are made up mostly from water so it s no wonder we need it often and more than you d think waterislife fertilegroundjxn jxnms ,"['life', 'pro', 'tip', 'sometimes', 'hunger', 'pang', 'body', 'signaling', 'drink', 'water', 'bodies', 'made', 'mostly', 'water', 'wonder', 'need', 'often', 'think', 'waterislife', 'fertilegroundjxn', 'jxnms']",negative
2019-11-20 15:27:25+00:00,75,1197174614897709057,@wurmworks That uses worms to breakdown food waste thru a process called vermicomposting. Giving your food waste to them instead of throwing it away can create a cleaner environment because worms can sequester carbon and methane gases. #wastenot #wastenotWednesday #fertilegroundjxn #jxnms,_fertileground_,"Jackson, MS",0,1,2,0,-0.1027,0.117,0.753,0.13,2019,11,20,Wednesday,2019-11-20,2019-11, wurmworks that uses worms to breakdown food waste thru a process called vermicomposting giving your food waste to them instead of throwing it away can create a cleaner environment because worms can sequester carbon and methane gases wastenot wastenotwednesday fertilegroundjxn jxnms,"['wurmworks', 'uses', 'worms', 'breakdown', 'food', 'waste', 'thru', 'process', 'called', 'vermicomposting', 'giving', 'food', 'waste', 'instead', 'throwing', 'away', 'create', 'cleaner', 'environment', 'worms', 'sequester', 'carbon', 'methane', 'gases', 'wastenot', 'wastenotwednesday', 'fertilegroundjxn', 'jxnms']",negative
2019-11-18 14:36:19+00:00,76,1196436981418512390,"They are engaging students through farm to school practices, building learning gardens, and hosting onsite farming workshops #thisisfertileground
#fertilegroundjxn #foodforthought #jxnms

2/2",_fertileground_,"Jackson, MS",0,1,9,0,0.34,0.0,0.897,0.103,2019,11,18,Monday,2019-11-18,2019-11,they are engaging students through farm to school practices building learning gardens and hosting onsite farming workshops thisisfertileground fertilegroundjxn foodforthought jxnms  ,"['engaging', 'students', 'farm', 'school', 'practices', 'building', 'learning', 'gardens', 'hosting', 'onsite', 'farming', 'workshops', 'thisisfertileground', 'fertilegroundjxn', 'foodforthought', 'jxnms']",positive
2019-11-15 15:26:59+00:00,77,1195362566857465856,"Local food supports the local economy. The money that is spent with local farmers and growers all stays close to home and is reinvested with businesses and services in your community. #thisisfertileground
#fertilegroundjxn #foodforthought #jxnms https://t.co/GXJhQeGBVP",_fertileground_,"Jackson, MS",0,1,5,0,0.3612,0.0,0.933,0.067,2019,11,15,Friday,2019-11-15,2019-11,local food supports the local economy the money that is spent with local farmers and growers all stays close to home and is reinvested with businesses and services in your community thisisfertileground fertilegroundjxn foodforthought jxnms ,"['local', 'food', 'supports', 'local', 'economy', 'money', 'spent', 'local', 'farmers', 'growers', 'stays', 'close', 'home', 'reinvested', 'businesses', 'services', 'community', 'thisisfertileground', 'fertilegroundjxn', 'foodforthought', 'jxnms']",positive
2019-11-11 14:32:28+00:00,78,1193899296921440260,"Beets can be a tasty and natural way to help: 
* lower your blood pressure
* improve athletic performance
* reduce inflammation
* maintain your digestive health
* healthy brain activity
* assist in weight loss
#foodforthought #fertilegroundjxn #jxnms",_fertileground_,"Jackson, MS",0,0,0,0,0.6249,0.135,0.646,0.218,2019,11,11,Monday,2019-11-11,2019-11,beets can be a tasty and natural way to help lower your blood pressure improve athletic performance reduce inflammation maintain your digestive health healthy brain activity assist in weight loss foodforthought fertilegroundjxn jxnms,"['beets', 'tasty', 'natural', 'way', 'help', 'lower', 'blood', 'pressure', 'improve', 'athletic', 'performance', 'reduce', 'inflammation', 'maintain', 'digestive', 'health', 'healthy', 'brain', 'activity', 'assist', 'weight', 'loss', 'foodforthought', 'fertilegroundjxn', 'jxnms']",positive
2019-11-07 15:37:09+00:00,79,1192466023997464576,"Peas are so dense with protein that many of the newer plant-based meats out there, like @beyondmeat, use peas for their source of protein.

All we are saying is give peas a chance!
#fertilegroundjxn #givepeasachance #plantbasedfoods",_fertileground_,"Jackson, MS",0,0,1,0,0.5848,0.0,0.876,0.124,2019,11,7,Thursday,2019-11-07,2019-11,peas are so dense with protein that many of the newer plant based meats out there like beyondmeat use peas for their source of protein all we are saying is give peas a chance fertilegroundjxn givepeasachance plantbasedfoods,"['peas', 'dense', 'protein', 'many', 'newer', 'plant', 'based', 'meats', 'like', 'beyondmeat', 'use', 'peas', 'source', 'protein', 'saying', 'give', 'peas', 'chance', 'fertilegroundjxn', 'givepeasachance', 'plantbasedfoods']",positive
2019-11-05 19:28:21+00:00,80,1191799430040752128,"Mississippi has some of the most fertile soil in the country. Today large industry dominates our land leaving us the most food insecure state in the country, but we can change that. Change takes place from the ground up. #fertilegroundjxn #sustainableagriculture #growthefuture https://t.co/bMXvTZShI4",_fertileground_,"Jackson, MS",0,1,3,0,-0.2357,0.046,0.929,0.025,2019,11,5,Tuesday,2019-11-05,2019-11,mississippi has some of the most fertile soil in the country today large industry dominates our land leaving us the most food insecure state in the country but we can change that change takes place from the ground up fertilegroundjxn sustainableagriculture growthefuture ,"['mississippi', 'fertile', 'soil', 'country', 'today', 'large', 'industry', 'dominates', 'land', 'leaving', 'us', 'food', 'insecure', 'state', 'country', 'change', 'change', 'takes', 'place', 'ground', 'fertilegroundjxn', 'sustainableagriculture', 'growthefuture']",negative
2019-11-01 23:09:39+00:00,81,1190405569917706240,"Great workshop today with Mississippi State’s Landscape Architecture, Architecture, Graphic Design, &amp; Education Program. Together all programs are collaboratively designing Galloway Elementary’s learning garden set to debut in April 2020!

#fertilegroundjxn #ediblecurriculum https://t.co/WwUSO0DHQj",_fertileground_,"Jackson, MS",0,1,4,1,0.6588,0.0,0.879,0.121,2019,11,1,Friday,2019-11-01,2019-11,great workshop today with mississippi state s landscape architecture architecture graphic design amp education program together all programs are collaboratively designing galloway elementary s learning garden set to debut in april  fertilegroundjxn ediblecurriculum ,"['great', 'workshop', 'today', 'mississippi', 'state', 'landscape', 'architecture', 'architecture', 'graphic', 'design', 'education', 'program', 'together', 'programs', 'collaboratively', 'designing', 'galloway', 'elementary', 'learning', 'garden', 'set', 'debut', 'april', 'fertilegroundjxn', 'ediblecurriculum']",positive
2019-08-30 21:26:32+00:00,82,1167549187061407750,Some of our favorite moments from Galloway Elementary 🌟Back to School🌟 event with @_fertileground_  and our Galloway Elementary Site Council. #foodaccess #fertilegroundjxn #publicart https://t.co/pScToC1lom,jxnplanning,"Jackson, MS",0,2,7,0,0.4588,0.0,0.897,0.103,2019,8,30,Friday,2019-08-30,2019-08,some of our favorite moments from galloway elementary back to school event with fertileground and our galloway elementary site council foodaccess fertilegroundjxn publicart ,"['favorite', 'moments', 'galloway', 'elementary', 'back', 'school', 'event', 'fertileground', 'galloway', 'elementary', 'site', 'council', 'foodaccess', 'fertilegroundjxn', 'publicart']",positive
2019-07-09 13:58:38+00:00,83,1148592300576182273,"This survey will be used for research purposes that aims to enhance existing farms and support growth of future farms through policy, ordinances, infrastructure investment, workforce development, and other opportunities. Please support us by sharing this survey! #fertilegroundjxn",_fertileground_,"Jackson, MS",0,0,2,0,0.9324,0.0,0.667,0.333,2019,7,9,Tuesday,2019-07-09,2019-07,this survey will be used for research purposes that aims to enhance existing farms and support growth of future farms through policy ordinances infrastructure investment workforce development and other opportunities please support us by sharing this survey fertilegroundjxn,"['survey', 'used', 'research', 'purposes', 'aims', 'enhance', 'existing', 'farms', 'support', 'growth', 'future', 'farms', 'policy', 'ordinances', 'infrastructure', 'investment', 'workforce', 'development', 'opportunities', 'please', 'support', 'us', 'sharing', 'survey', 'fertilegroundjxn']",positive
2019-07-09 13:52:43+00:00,84,1148590811522748416,"This survey will be used for research purposes that aims to enhance existing farms and support growth of future farms through policy, ordinances, infrastructure investment, workforce development, and other opportunities. Please support us by sharing this survey! #fertilegroundjxn",jxnplanning,"Jackson, MS",0,0,2,0,0.9324,0.0,0.667,0.333,2019,7,9,Tuesday,2019-07-09,2019-07,this survey will be used for research purposes that aims to enhance existing farms and support growth of future farms through policy ordinances infrastructure investment workforce development and other opportunities please support us by sharing this survey fertilegroundjxn,"['survey', 'used', 'research', 'purposes', 'aims', 'enhance', 'existing', 'farms', 'support', 'growth', 'future', 'farms', 'policy', 'ordinances', 'infrastructure', 'investment', 'workforce', 'development', 'opportunities', 'please', 'support', 'us', 'sharing', 'survey', 'fertilegroundjxn']",positive
2019-06-19 21:08:20+00:00,85,1141452680130420738,Information about our Fertile Ground project and national artists! We're looking forward to the spring 2020 expo✨🌸✨ thanks for the article @archpaper. Hope you see there! #foodaccess #fertilegroundjxn #publicspaces https://t.co/5oGhKbThd4,_fertileground_,"Jackson, MS",0,0,2,0,0.8745,0.0,0.732,0.268,2019,6,19,Wednesday,2019-06-19,2019-06,information about our fertile ground project and national artists we re looking forward to the spring  expo thanks for the article archpaper hope you see there foodaccess fertilegroundjxn publicspaces ,"['information', 'fertile', 'ground', 'project', 'national', 'artists', 'looking', 'forward', 'spring', 'expo', 'thanks', 'article', 'archpaper', 'hope', 'see', 'foodaccess', 'fertilegroundjxn', 'publicspaces']",positive
2018-11-30 16:07:27+00:00,86,1068536996753301504,Here are some more photos of the @BloombergDotOrg Public Art Challenge Ceremony. #fertilegroundjxn https://t.co/Vr76aOu1oO,DJP_Downtown,"Downtown Jackson, Mississippi",0,0,0,0,0.0772,0.0,0.909,0.091,2018,11,30,Friday,2018-11-30,2018-11,here are some more photos of the bloombergdotorg public art challenge ceremony fertilegroundjxn ,"['photos', 'bloombergdotorg', 'public', 'art', 'challenge', 'ceremony', 'fertilegroundjxn']",positive
2018-11-30 16:05:50+00:00,87,1068536592191668233,"Today, we’re honored to be named a winner in the 2018 Bloomberg Philanthropies Public Art Challenge, receiving up to $1 million from @bloombergdotorg for our project, “Fertile Ground: Inspiring Dialogue About Food Access.” #fertilegroundjxn https://t.co/dxarfo8w1X",DJP_Downtown,"Downtown Jackson, Mississippi",0,0,1,0,0.8934,0.0,0.726,0.274,2018,11,30,Friday,2018-11-30,2018-11,today we re honored to be named a winner in the  bloomberg philanthropies public art challenge receiving up to  million from bloombergdotorg for our project fertile ground inspiring dialogue about food access fertilegroundjxn ,"['today', 'honored', 'named', 'winner', 'bloomberg', 'philanthropies', 'public', 'art', 'challenge', 'receiving', 'million', 'bloombergdotorg', 'project', 'fertile', 'ground', 'inspiring', 'dialogue', 'food', 'access', 'fertilegroundjxn']",positive
